Id,LotFrontage,MSZoning,YearBuilt,SaleCondition,SalePrice,Label
644,80.0,RL,1969,Normal,152000,Y
645,85.0,FV,2009,Partial,370878,Y
646,,RL,1971,Normal,143250,Y
647,60.0,RL,1950,Normal,98300,Y
648,85.0,RL,1953,Normal,155000,Y
649,70.0,RL,1966,Normal,155000,Y
650,21.0,RM,1970,Normal,84500,Y
651,65.0,FV,2007,Normal,205950,Y
652,60.0,RL,1940,Normal,108000,Y
653,70.0,RL,1996,Normal,191000,Y
654,60.0,RM,1906,Normal,135000,Y
655,91.0,RL,1995,Normal,350000,Y
656,21.0,RM,1971,Family,88000,Y
657,72.0,RL,1959,Normal,145500,Y
658,60.0,RL,1931,Normal,149000,Y
659,78.0,RL,1948,Abnorml,97500,Y
660,75.0,RL,1964,Normal,167000,Y
661,,RL,1976,Normal,197900,Y
662,52.0,RL,1994,Normal,402000,Y
663,120.0,RL,1968,Normal,110000,Y
664,90.0,RL,1972,Normal,137500,Y
665,49.0,RL,2005,Partial,423000,Y
666,106.0,RL,2000,Normal,230500,Y
667,,RL,1965,Abnorml,129000,Y
668,65.0,RL,1994,Normal,193500,Y
669,,RL,1956,Normal,168000,Y
670,80.0,RL,1922,Normal,137500,Y
671,64.0,RL,2005,Normal,173500,Y
672,54.0,RH,1925,Normal,103600,Y
673,,RL,1977,Normal,165000,Y
674,110.0,RL,1957,Normal,257500,Y
675,80.0,RL,1965,Normal,140000,Y
676,24.0,RL,1978,Normal,148500,Y
677,60.0,RM,1900,Normal,87000,Y
678,52.0,RL,1924,Normal,109500,Y
679,80.0,RL,2008,Partial,372500,Y
680,,RL,1961,Normal,128500,Y
681,50.0,RL,1980,Normal,143000,Y
682,55.0,RH,1932,Abnorml,159434,Y
683,,RL,1996,Normal,173000,Y
684,90.0,RL,2002,Normal,285000,Y
685,58.0,RL,1998,Normal,221000,Y
686,,RL,1984,Normal,207500,Y
687,84.0,FV,2007,Partial,227875,Y
688,,FV,2004,Normal,148800,Y
689,60.0,RL,2007,Partial,392000,Y
690,61.0,RL,2005,Normal,194700,Y
691,,RM,2004,Normal,141000,Y
692,104.0,RL,1994,Normal,755000,Y
693,42.0,RL,1989,Normal,335000,Y
694,60.0,RL,1921,Abnorml,108480,Y
695,51.0,RM,1936,Normal,141500,Y
696,54.0,RL,1987,Normal,176000,Y
697,50.0,RM,1921,Normal,89000,Y
698,57.0,RL,1952,Normal,123500,Y
699,65.0,RL,1965,Normal,138500,Y
700,59.0,FV,2004,Normal,196000,Y
701,85.0,RL,2002,Normal,312500,Y
702,80.0,RL,1969,Normal,140000,Y
703,82.0,RL,2006,Partial,361919,Y
704,76.0,RM,1900,Normal,140000,Y
705,70.0,RL,2004,Normal,213000,Y
706,70.0,RM,1930,Normal,55000,Y
707,,RL,1971,Normal,302000,Y
708,48.0,RL,2006,Normal,254000,Y
709,65.0,RL,2007,Partial,179540,Y
710,,RL,1966,Abnorml,109900,Y
711,56.0,RL,1935,Normal,52000,Y
712,66.0,C (all),1900,Abnorml,102776,Y
713,40.0,RL,1988,Normal,189000,Y
714,60.0,RL,1970,Normal,129000,Y
715,,RL,1976,Normal,130500,Y
716,78.0,RL,1974,Normal,165000,Y
717,60.0,RM,1890,Normal,159500,Y
718,80.0,RL,1973,Normal,157000,Y
719,96.0,RL,1993,Normal,341000,Y
720,69.0,RL,1969,Normal,128500,Y
721,,RL,1985,Normal,275000,Y
722,,RM,2004,Normal,143000,Y
723,70.0,RL,1970,Normal,124500,Y
724,60.0,RL,1954,Normal,135000,Y
725,86.0,RL,2007,Normal,320000,Y
726,60.0,RL,1970,Normal,120500,Y
727,,RL,1988,Normal,222000,Y
728,64.0,RL,2007,Normal,194500,Y
729,85.0,RL,1958,Abnorml,110000,Y
730,52.0,RM,1925,Normal,103000,Y
731,39.0,RL,1995,Normal,236500,Y
732,73.0,RL,2003,Normal,187500,Y
733,75.0,RL,1998,Normal,222500,Y
734,80.0,RL,1961,Normal,131400,Y
735,,RL,1968,Family,108000,Y
736,60.0,RM,1914,Normal,163000,Y
737,60.0,RL,1950,Normal,93500,Y
738,72.0,RL,2005,Normal,239900,Y
739,60.0,RL,1987,Alloca,179000,Y
740,65.0,RL,2004,Normal,190000,Y
741,60.0,RM,1910,Abnorml,132000,Y
742,65.0,RL,1961,Normal,142000,Y
743,65.0,RL,2000,Normal,179000,Y
744,70.0,RL,1963,Normal,175000,Y
745,41.0,RL,1993,Normal,180000,Y
746,,RL,1976,Normal,299800,Y
747,,RL,2000,Normal,236000,Y
748,65.0,RM,1880,Normal,265979,Y
749,59.0,RL,1996,Normal,260400,Y
750,50.0,RL,1945,Normal,98000,Y
751,55.0,RM,1910,Normal,96500,Y
752,,RL,2003,Normal,162000,Y
753,79.0,RL,1997,Normal,217000,Y
754,80.0,RL,2005,Normal,275500,Y
755,61.0,RL,1969,Normal,156000,Y
756,34.0,FV,1999,Normal,172500,Y
757,68.0,RL,2007,Normal,212000,Y
758,,RL,1978,Abnorml,158900,Y
759,24.0,FV,1999,Normal,179400,Y
760,65.0,RL,1995,Normal,290000,Y
761,70.0,RL,1959,Normal,127500,Y
762,60.0,RM,1924,Normal,100000,Y
763,72.0,FV,2009,Normal,215200,Y
764,82.0,RL,1999,Normal,337000,Y
765,30.0,RL,1995,Normal,270000,Y
766,75.0,RL,2008,Partial,264132,Y
767,80.0,RL,1988,Normal,196500,Y
768,75.0,RL,1940,Normal,160000,Y
769,70.0,RL,2004,Normal,216837,Y
770,47.0,RL,2003,Normal,538000,Y
771,,RL,1982,Normal,134900,Y
772,67.0,RL,1951,Normal,102000,Y
773,94.0,RL,1976,Abnorml,107000,Y
774,70.0,RL,1958,Normal,114500,Y
775,110.0,RL,2006,Partial,395000,Y
776,32.0,RM,1998,Normal,162000,Y
777,86.0,RL,2005,Partial,221500,Y
778,100.0,RL,1974,Normal,142500,Y
779,60.0,RH,1977,Normal,144000,Y
780,78.0,RL,1977,Normal,135000,Y
781,63.0,RL,1995,Normal,176000,Y
782,65.0,RL,1992,Normal,175900,Y
783,67.0,RL,2001,Normal,187100,Y
784,,RL,1978,Normal,165500,Y
785,35.0,RM,1914,Normal,128000,Y
786,,RL,1967,Normal,161500,Y
787,60.0,RM,1915,Normal,139000,Y
788,76.0,RL,2004,Normal,233000,Y
789,50.0,RM,1954,Normal,107900,Y
790,,RL,1966,Normal,187500,Y
791,43.0,RL,2005,Normal,160200,Y
792,,RL,1976,Normal,146800,Y
793,92.0,RL,1996,Normal,269790,Y
794,76.0,RL,2007,Partial,225000,Y
795,,RL,1994,Normal,194500,Y
796,70.0,RL,1980,Normal,171000,Y
797,71.0,RL,1977,Normal,143500,Y
798,57.0,RL,1953,Abnorml,110000,Y
799,104.0,RL,2008,Partial,485000,Y
800,60.0,RL,1937,Normal,175000,Y
801,79.0,RL,1997,Normal,200000,Y
802,40.0,RM,1916,Normal,109900,Y
803,63.0,RL,2005,Normal,189000,Y
804,107.0,RL,2008,Partial,582933,Y
805,75.0,RL,1954,Family,118000,Y
806,91.0,RL,2008,Partial,227680,Y
807,75.0,RL,1967,Normal,135500,Y
808,144.0,RL,1923,Normal,223500,Y
809,85.0,RL,1966,Normal,159950,Y
810,90.0,RM,1898,Normal,106000,Y
811,78.0,RL,1974,Normal,181000,Y
812,,RM,2004,Normal,144500,Y
813,66.0,C (all),1952,Alloca,55993,Y
814,75.0,RL,1958,Normal,157900,Y
815,45.0,RL,1918,Normal,116000,Y
816,48.0,RL,1998,Normal,224900,Y
817,,RL,1954,Normal,137000,Y
818,,RL,2002,Normal,271000,Y
819,80.0,RL,1971,Normal,155000,Y
820,44.0,RL,2009,Partial,224000,Y
821,72.0,RL,2003,Normal,183000,Y
822,60.0,RM,1953,Normal,93000,Y
823,,RL,2003,Family,225000,Y
824,60.0,RL,1940,Normal,139500,Y
825,81.0,FV,2006,Partial,232600,Y
826,114.0,RL,2007,Partial,385000,Y
827,50.0,RM,1924,Normal,109500,Y
828,65.0,RL,2001,Normal,189000,Y
829,,RL,1967,Abnorml,185000,Y
830,24.0,FV,2005,Normal,147400,Y
831,80.0,RL,1957,Normal,166000,Y
832,30.0,FV,2005,Normal,151000,Y
833,44.0,RL,2003,Normal,237000,Y
834,100.0,RL,1964,Normal,167000,Y
835,75.0,RL,1961,Normal,139950,Y
836,60.0,RL,1950,Normal,128000,Y
837,90.0,RM,1948,Normal,153500,Y
838,21.0,RM,1973,Normal,100000,Y
839,75.0,RL,1995,Normal,144000,Y
840,70.0,RL,1946,Normal,130500,Y
841,,RH,1925,Normal,140000,Y
842,60.0,RM,1904,Normal,157500,Y
843,82.0,RL,1966,Normal,174900,Y
844,80.0,RL,1961,Normal,141000,Y
845,100.0,RM,1915,Normal,153900,Y
846,,RL,1975,Normal,171000,Y
847,75.0,RL,1993,Normal,213000,Y
848,36.0,RL,1972,Normal,133500,Y
849,75.0,RL,1908,Normal,240000,Y
850,80.0,RL,1976,Normal,187000,Y
851,36.0,RM,2003,Normal,131500,Y
852,,RL,2003,Normal,215000,Y
853,53.0,RL,1941,Normal,164000,Y
854,,RL,1964,Normal,158000,Y
855,102.0,RL,1955,Abnorml,170000,Y
856,,RL,1962,Normal,127000,Y
857,,RL,1978,Normal,147000,Y
858,65.0,RL,1994,Normal,174000,Y
859,80.0,RL,1976,Family,152000,Y
860,,RL,1968,Normal,250000,Y
861,55.0,RL,1918,Normal,189950,Y
862,75.0,RL,1965,Normal,131500,Y
863,81.0,RL,1984,Normal,152000,Y
864,70.0,RL,1959,Normal,132500,Y
865,72.0,FV,2007,Partial,250580,Y
866,,RL,1970,Normal,148500,Y
867,67.0,RL,2006,Partial,248900,Y
868,85.0,RL,1961,Normal,129000,Y
869,,RL,1948,Normal,169000,Y
870,80.0,RL,1993,Normal,236000,Y
871,60.0,RL,1962,Normal,109500,Y
872,70.0,RL,1998,Normal,200500,Y
873,74.0,RL,1953,Normal,116000,Y
874,60.0,RL,1949,Normal,133000,Y
875,52.0,RM,1941,Abnorml,66500,Y
876,75.0,FV,2007,Partial,303477,Y
877,94.0,RL,1963,Normal,132250,Y
878,74.0,RL,2004,Normal,350000,Y
879,88.0,RL,1961,Normal,148000,Y
880,,RL,1978,Normal,136500,Y
881,60.0,RL,2005,Normal,157000,Y
882,44.0,RL,1990,Normal,187500,Y
883,,RL,1992,Normal,178000,Y
884,60.0,RL,1912,Normal,118500,Y
885,65.0,RL,1967,Normal,100000,Y
886,50.0,FV,1999,Abnorml,328900,Y
887,70.0,RL,1959,Family,145000,Y
888,59.0,RL,1955,Normal,135500,Y
889,95.0,RL,1970,Normal,268000,Y
890,128.0,RL,1953,Normal,149500,Y
891,60.0,RL,1949,Normal,122900,Y
892,70.0,RL,1978,Normal,172500,Y
893,70.0,RL,1963,Normal,154500,Y
894,,RL,1954,Normal,165000,Y
895,64.0,RL,1979,Alloca,118858,Y
896,71.0,RL,1963,Normal,140000,Y
897,50.0,RM,1936,Abnorml,106500,Y
898,64.0,RL,1979,Alloca,142953,Y
899,100.0,RL,2009,Partial,611657,Y
900,65.0,RL,1961,Normal,135000,Y
901,,RL,1971,Normal,110000,Y
902,64.0,RL,1957,Normal,153000,Y
903,63.0,RL,2003,Normal,180000,Y
904,50.0,RL,2006,Partial,240000,Y
905,,RL,1967,Normal,125500,Y
906,80.0,RL,1954,Normal,128000,Y
907,116.0,RL,2006,Normal,255000,Y
908,86.0,RL,1936,Normal,250000,Y
909,,RL,1983,Normal,131000,Y
910,149.0,RL,2005,Normal,174000,Y
911,80.0,RL,1960,Normal,154300,Y
912,,RL,1977,Normal,143500,Y
913,51.0,RM,1925,Abnorml,88000,Y
914,82.0,RH,1949,Normal,145000,Y
915,30.0,FV,2009,Partial,173733,Y
916,21.0,RM,1970,Normal,75000,Y
917,50.0,C (all),1949,Abnorml,35311,Y
918,,RL,1956,Normal,135000,Y
919,103.0,RL,1991,Normal,238000,Y
920,87.0,RL,1958,Normal,176500,Y
921,70.0,RL,1994,Normal,201000,Y
922,67.0,RL,1900,Normal,145900,Y
923,65.0,RL,2005,Partial,169990,Y
924,50.0,RL,1993,Normal,193000,Y
925,79.0,RL,1980,Normal,207500,Y
926,,RL,1977,Abnorml,175000,Y
927,93.0,RL,2003,Normal,285000,Y
928,,RL,1968,Normal,176000,Y
929,,RL,2001,Normal,236500,Y
930,,RL,1997,Normal,222000,Y
931,73.0,RL,2007,Normal,201000,Y
932,70.0,RL,1965,Normal,117500,Y
933,84.0,RL,2006,Normal,320000,Y
934,63.0,RL,2004,Normal,190000,Y
935,313.0,RL,1960,Normal,242000,Y
936,52.0,RL,1926,Normal,79900,Y
937,67.0,RL,2003,Normal,184900,Y
938,75.0,RL,2005,Normal,253000,Y
939,73.0,RL,2006,Partial,239799,Y
940,,RL,1940,Normal,244400,Y
941,55.0,RL,1976,Normal,150900,Y
942,,RL,1999,Normal,214000,Y
943,42.0,RL,1977,Abnorml,150000,Y
944,100.0,RL,1967,Normal,143000,Y
945,,RL,1958,Abnorml,137500,Y
946,98.0,RM,1890,Normal,124900,Y
947,70.0,RL,1959,Normal,143000,Y
948,85.0,RL,2002,Normal,270000,Y
949,65.0,RL,2002,Normal,192500,Y
950,78.0,RL,1972,Normal,197500,Y
951,60.0,RL,1950,Normal,129000,Y
952,60.0,RH,1965,Abnorml,119900,Y
953,60.0,RL,1972,Normal,133900,Y
954,,RL,1969,Normal,172000,Y
955,35.0,RL,1975,AdjLand,127500,Y
956,82.0,RH,1946,Normal,145000,Y
957,24.0,RM,1980,Normal,124000,Y
958,70.0,RL,1962,Normal,132000,Y
959,65.0,RL,2003,Normal,185000,Y
960,24.0,FV,1999,Normal,155000,Y
961,50.0,RL,1958,Normal,116500,Y
962,,RL,1977,Normal,272000,Y
963,24.0,RL,1976,Normal,155000,Y
964,122.0,RL,2007,Normal,239000,Y
965,80.0,RL,2002,Normal,214900,Y
966,65.0,RL,2005,Partial,178900,Y
967,130.0,RL,1940,Normal,160000,Y
968,,RL,1955,Normal,135000,Y
969,50.0,RM,1910,Abnorml,37900,Y
970,75.0,RL,1958,Normal,140000,Y
971,60.0,RL,1949,Abnorml,135000,Y
972,36.0,RL,2003,Normal,173000,Y
973,55.0,RL,1979,Normal,99500,Y
974,95.0,FV,2007,Partial,182000,Y
975,60.0,RL,1910,Normal,167500,Y
976,,FV,2000,Normal,165000,Y
977,51.0,RL,1923,Normal,85500,Y
978,35.0,FV,2006,Partial,199900,Y
979,68.0,RL,1954,Abnorml,110000,Y
980,80.0,RL,1963,Normal,139000,Y
981,,RL,1961,Normal,178400,Y
982,98.0,RL,1998,Normal,336000,Y
983,43.0,RL,2007,Normal,159895,Y
984,,RL,2002,Normal,255900,Y
985,75.0,RL,1977,Normal,126000,Y
986,68.0,RL,1950,Normal,125000,Y
987,59.0,RM,1910,Normal,117000,Y
988,83.0,RL,2009,Partial,395192,Y
989,,RL,1976,Normal,195000,Y
990,65.0,FV,2006,Partial,197000,Y
991,82.0,RL,1997,Normal,348000,Y
992,121.0,RM,1882,Normal,168000,Y
993,80.0,RL,1964,Normal,187000,Y
994,68.0,RL,2005,Partial,173900,Y
995,96.0,RL,2006,Normal,337500,Y
996,51.0,RL,1946,Abnorml,121600,Y
997,,RL,1961,Normal,136500,Y
998,,RL,1970,Normal,185000,Y
999,60.0,RM,1922,Normal,91000,Y
1000,64.0,RL,2006,Normal,206000,Y
